["Johnny Holton", 2556805, "WR"]
["Max McCaffrey", 2556814, "WR"]
["Byron Marshall", 2556841, "RB"]
["Marcus Johnson", 2556855, "WR"]
["Jaydon Mickens", 2556861, "WR"]
["Jake Lampman", 2556882, "WR"]
["Jalen Richard", 2556885, "RB"]
["Austin Traylor", 2556900, "TE"]
["Garrett Griffin", 2557033, "TE"]
["Marvin Hall", 2557034, "WR"]
["Sam Ficken", 2557430, "K"]
["Marquis Bundy", 2557431, "WR"]
["Troymaine Pope", 2557531, "RB"]
["Corey Davis", 2557848, "WR"]
["De'Angelo Henderson", 2557850, "RB"]
["O.J. Howard", 2557856, "TE"]
["Evan Engram", 2557858, "TE"]
["Zay Jones", 2557863, "WR"]
["Jehu Chesson", 2557866, "WR"]
["Taywan Taylor", 2557870, "WR"]
["Jeremy Sprinkle", 2557886, "TE"]
["Gerald Everett", 2557889, "TE"]
["Dede Westbrook", 2557895, "WR"]
["Stacy Coley", 2557896, "WR"]
["Cooper Kupp", 2557898, "WR"]
["Amara Darboh", 2557905, "WR"]
["Kareem Hunt", 2557917, "RB"]
["C.J. Beathard", 2557922, "QB"]
["Elijah McGuire", 2557934, "RB"]
["Wayne Gallman", 2557952, "RB"]
["Ryan Switzer", 2557960, "WR"]
["Leonard Fournette", 2557973, "RB"]
["Joe Mixon", 2557976, "RB"]
["Jeremy McNichols", 2557977, "RB"]
["James Conner", 2557978, "RB"]
["DeShone Kizer", 2557983, "QB"]
["David Njoku", 2557986, "TE"]
["Matt Dayes", 2557987, "RB"]
["Dalvin Cook", 2557991, "RB"]
["D'Onta Foreman", 2557994, "RB"]
["Christian McCaffrey", 2557997, "RB"]
["Mitchell Trubisky", 2558008, "QB"]
["John Ross", 2558010, "WR"]
["Alvin Kamara", 2558019, "RB"]
["Eric Saubert", 2558023, "TE"]
["Michael Roberts", 2558049, "TE"]
["Kenny Golladay", 2558052, "WR"]
["Deshaun Watson", 2558063, "QB"]
["Curtis Samuel", 2558066, "WR"]
["Chad Hansen", 2558069, "WR"]
["Noah Brown", 2558091, "WR"]
["Chris Godwin", 2558105, "WR"]
["Brian Hill", 2558112, "RB"]
["Aaron Jones", 2558116, "RB"]
["Marlon Mack", 2558123, "RB"]
["Patrick Mahomes", 2558125, "QB"]
["Josh Malone", 2558127, "WR"]
["Isaiah McKenzie", 2558129, "WR"]
["Samaje Perine", 2558138, "RB"]
["Adam Shaheen", 2558144, "TE"]
["JuJu Smith-Schuster", 2558149, "WR"]
["ArDarius Stewart", 2558150, "WR"]
["Jake Elliott", 2558172, "K"]
["Zane Gonzalez", 2558178, "K"]
["Nathan Peterman", 2558191, "QB"]
["Josh Reynolds", 2558194, "WR"]
["Trent Taylor", 2558202, "WR"]
["Jamaal Williams", 2558204, "RB"]
["Jonnu Smith", 2558207, "TE"]
["Chad Williams", 2558208, "WR"]
["Harrison Butker", 2558245, "K"]
["Tarik Cohen", 2558250, "RB"]
["Shelton Gibson", 2558258, "WR"]
["Mack Hollins", 2558262, "WR"]
["George Kittle", 2558266, "TE"]
["Brandon Wilson", 2558786, "RB"]
["Devante Mays", 2558837, "RB"]
["Mike Williams", 2558846, "WR"]
["Marquez Williams", 2558860, "RB"]
["Chris Carson", 2558865, "RB"]
["Victor Bolden", 2558912, "WR"]
["Kendrick Bourne", 2558914, "WR"]
["Matt Breida", 2558918, "RB"]
["Taysom Hill", 2558954, "QB"]
["Jacob Hollister", 2558956, "TE"]
["Patrick Ricard", 2558990, "RB"]
["De'Veon Smith", 2558998, "RB"]
["Michael Clark", 2559019, "WR"]
["LeShun Daniels", 2559020, "RB"]
["Antony Auclair", 2559044, "TE"]
["Corey Clement", 2559150, "RB"]
["Keelan Cole", 2559153, "WR"]
["Justin Davis", 2559163, "RB"]
["Austin Ekeler", 2559169, "RB"]
["Tanner Gentry", 2559176, "WR"]
["Tion Green", 2559180, "RB"]
["Younghoe Koo", 2559205, "K"]
["Travis Rudolph", 2559241, "WR"]
["Cooper Rush", 2559242, "QB"]
["Ricky Seals-Jones", 2559248, "TE"]
["Shane Smith", 2559254, "RB"]
["Krishawn Hogan", 2559286, "WR"]
["Trey Edmunds", 2559325, "RB"]
["Chris Thompson", 2559368, "WR"]
